realClass,\histAge,\histAgePerReview,\histReviewsPerUser,\histDiscussionCount,\histIPCount,\histReviewCount,\histUserCount,\histModifiedLinesRate,\histOccasionalUsersReviewsRate,\histLastThreeMonthsReviewsRate,\histMostActiveUsersReviewsRate,\histStdReviewsPerUser,\histReviewsPerDay,\histProbReview,\ari,\flesch,\coleman,\kincaid,\fog,\smog,\li,\numPerguntas,\numPassiveVoice,\porcMenoresFrases,\porcMaioresFrases,\porcConjucoes,\numAuxiliarVerb,\inicioArtigo,\inicioPronome,\inicioConjuncaoSubordinadas,\inicioConjuncao,\porcSubstantivacao,\porcPreposicao,\inicioPronomeInterrogativo,\inicioPreposicoes,\wordCount,\sentenceCount,\porcToBe,\numPronomes,\netAssortativityInOut,\netAssortativityOutIn,\charCount,\netAssortativityInIn,\netInDegree,\netOutDegree,\netAssortativityOutOut,\netClusteringCoefficient,\netLinkCount,\netTranslationCount,\netReciprocity,\netPageRank,\CitPerTLen,\ImagesPerSec,\numCitations,\CitPerSec,\minSLen,\maxSLen,\stdSLen,\minAbsLen,\XLinksPerSec,\ssCount,\sCount,\numExtLink,\tamMaiorFrase,\avgSLen,\meanSubsectionPerSection,\LinksPerTLen,\avgPLen,id
'GA',1244.0,10.91,5.29,17.0,8.0,82.0,74.0,21.02,20.73,7.32,43.9,9.6,0.0659,5.33273E-7,25.0,24.4,13.6,21.0,24.7,18.1,77.1,0.0,11.0,0.6765,0.1471,52,1.0,9.0,1.0,1.0,0.0,0.0336,0.1382,0.0,16.0,1520.0,34.0,0.0099,16.0,0.12,0.02,14259.0,0.0,35.0,113.0,0.38,0.07197,117.0,0.0,0.0531,0.7824,2037.0,0.4,7.0,1.4,14.0,4843.0,69.67,543.0,0.2,3.0,5.0,1.0,148.0,2851.8,0.6,121.8718,80.0,5852860
'AC',1892.0,6.39,4.33,52.0,39.0,390.0,351.0,22.63,22.82,5.13,59.49,21.13,0.2061,1.06065E-5,18.6,41.1,13.2,15.5,18.9,15.1,59.9,0.0,68.0,0.5474,0.2336,0.0417,55.0,22.0,9.0,11.0,2.0,0.0147,0.1404,0.0,22.0,4408.0,137.0,0.0216,121.0,0.37,0.05,33028.0,0.05,101.0,112.0,0.41,0.15875,116.0,9.0,0.33929,1.2498,892.6486,1.4286,37.0,5.2857,10.0,4327.0,260.48,912.0,0.0,9.0,7.0,0.0,148.0,4718.2856,1.2857,284.7241,220.4,1018445
'BC',1500.0,16.99,5.5,20.0,6.0,182.0,176.0,1.06,19.78,1.65,70.88,20.8,0.1213,4.8933E-7,6.6,76.4,7.5,6.5,9.5,9.1,34.7,0.0,78.0,0.5309,0.2216,0.0363,18.0,26.0,31.0,4.0,1.0,0.0124,0.1119,1.0,15.0,3056.0,194.0,0.0474,166.0,0.13,0.02,20220.0,0.01,31.0,90.0,0.37,0.09455,98.0,0.0,0.22222,1.3445,0.0,0.5,0.0,0.0,12.0,3123.0,139.43,535.0,0.5,7.0,4.0,2.0,64.0,5055.0,1.75,206.3265,218.2857,2977808
'ST',1643.0,2.51,2.95,84.0,75.0,429.0,354.0,17.71,31.7,7.69,36.83,6.32,0.2611,7.97826E-6,32.0,24.0,12.3,25.1,28.4,16.4,83.3,0.0,13.0,0.6667,0.2593,0.0261,1.0,5.0,0.0,1.0,0.0,0.0061,143,0.0,1.0,1650.0,27.0,0.0103,18.0,0.13,0.06,15664.0,0.01,29.0,216.0,1.0,0.19126,230.0,17.0,0.0787,4.2459,5221.3335,0.0909,3.0,0.2727,36.0,1963.0,180.31,1096.0,0.2727,6.0,11.0,3.0,358.0,1424.0,0.5455,68.1043,412.5,1974943
'BC',1789.0,3.93,3.14,16.0,36.0,268.0,232.0,10.33,26.87,4.1,50.75,12.61,0.1498,8.72561E-6,10.6,60.5,11.6,9.1,11.9,11.0,42.8,0.0,72.0,0.4479,0.1718,0.0451,3.0,16.0,20.0,2.0,0.0,0.0102,0.1318,0.0,18.0,2837.0,163.0,0.0335,126.0,0.18,0.01,30515.0,0.01,53.0,79.0,0.27,0.0632,83.0,7.0,0.10127,0.8607,2179.6428,0.2632,14.0,0.7368,15.0,5047.0,262.02,800.0,0.7895,2.0,19.0,15.0,101.0,1606.0526,0.1053,367.6506,189.1333,1370087
'GA',1760.0,6.48,3.0,15.0,19.0,94.0,75.0,11.22,28.72,6.38,40.43,5.89,0.0534,3.09238E-7,27.6,34.0,11.7,21.7,24.8,14.8,75.1,0.0,10.0,0.5294,0.4118,0.0531,3.0,1.0,3.0,0.0,2.0,0.0088,0.0996,1.0,0.0,904.0,17.0,0.0288,43.0,0.18,0.01,10826.0,0.01,38.0,87.0,0.42,0.1972,90.0,11.0,0.37931,1.3269,984.1818,0.0,11.0,1.8333,109.0,2355.0,109.6,1245.0,0.1667,1.0,6.0,1.0,146.0,1804.3333,0.1667,120.2889,226.0,1465185
'FA',2835.0,0.34,3.15,754.0,1386.0,3973.0,2587.0,23.81,24.24,9.49,31.97,10.87,1.4014,0.00301745,16.7,39.5,13.6,14.6,17.6,14.7,61.7,0.0,131.0,0.5488,0.1674,0.0538,71.0,21.0,28.0,14.0,0.0,0.0284,0.1018,0.0,13.0,5924.0,215.0,0.0333,177.0,9.67,0.27,54367.0,1.29,1341.0,282.0,2.03,0.0143,292.0,39.0,0.3227,4.7868,1235.6136,1.2727,44.0,4.0,15.0,8504.0,232.91,2998.0,0.3636,12.0,11.0,4.0,144.0,4942.4546,1.0909,186.1884,123.4167,33879
'GA',1417.0,4.27,3.03,24.0,59.0,241.0,182.0,5.94,25.31,2.9,31.95,6.66,0.1701,2.85893E-6,13.8,55.3,11.3,11.8,15.0,12.7,50.3,0.0,29.0,0.5373,0.1642,0.0416,11.0,20.0,8.0,1.0,0.0,0.0137,0.1342,0.0,7.0,1684.0,67.0,0.0285,53.0,0.04,0.01,16547.0,0.0,13.0,100.0,0.32,0.08163,104.0,1.0,0.11,1.0086,1181.9286,0.3333,14.0,2.3333,15.0,2289.0,111.56,928.0,0.3333,4.0,6.0,2.0,145.0,2757.8333,0.6667,159.1058,240.5714,3717207
'SB',999.0,9.8,1.55,1.0,4.0,21.0,17.0,6.67,80.95,9.52,14.29,0.93,21,9.67584E-10,9.4,74.0,9.9,7.3,9.3,8.5,42.2,0.0,1.0,0.6667,0.3333,0.0755,1.0,0.0,0.0,1.0,0.0,0.0,0.0189,0.0,0.0,53.0,3.0,0.0377,2.0,0.01,0.0,811.0,0.0,2.0,12.0,0.04,0.15152,14.0,1.0,0.16667,0.0536,0.0,0.0,0.0,0.0,300.0,309.0,212.13,310.0,1.0,0.0,1.0,1.0,29.0,811.0,0.0,57.9286,53.0,9924893
'BC',1726.0,2.43,1.58,14.0,270.0,475.0,205.0,26.98,33.47,6.32,10.32,1.65,0.2752,1.00315E-5,13.0,59.6,11.1,10.9,13.0,10.9,45.3,0.0,11.0,0.5758,0.2121,0.0342,1.0,3.0,11.0,1.0,0.0,0.0101,0.0862,0.0,2.0,789.0,33.0,0.0165,34.0,0.49,0.01,6284.0,0.01,67.0,71.0,0.52,214,74.0,14.0,0.60563,0.8947,0.0,0.0,0.0,0.0,188.0,1457.0,164.05,671.0,0.7143,0.0,7.0,5.0,84.0,897.7143,0.0,84.9189,112.7143,1589806
'SB',1393.0,83.41,1.14,2.0,1.0,9.0,8.0,42.86,88.89,22.22,22.22,0.38,0.0065,5.85407E-9,11.5,53.4,11.5,10.7,14.4,12.8,42.0,0.0,4.0,0.4,0.0,0.0303,0.0,0.0,2.0,0.0,0.0,0.0404,0.1818,0.0,2.0,99.0,5.0,0.0404,4.0,0.02,0.0,1279.0,0.0,4.0,14.0,0.06,0.14762,16.0,0.0,0.21429,0.2011,0.0,0.0,0.0,0.0,259.0,588.0,183.14,595.0,1.0,0.0,1.0,1.0,23.0,1279.0,0.0,79.9375,24.75,3987669
'AC',2863.0,0.38,2.98,1470.0,1397.0,3585.0,2188.0,14.98,22.45,8.09,27.59,7.01,1.2522,0.00269756,16.8,44.7,13.3,14.0,17.2,14.2,57.4,0.0,164.0,0.5769,0.1827,45,28.0,91.0,20.0,5.0,1.0,0.0266,0.1193,1.0,30.0,8734.0,312.0,27,141.0,76.85,1.48,82565.0,15.18,9726.0,951.0,7.51,0.00271,977.0,70.0,0.41956,13.9991,2172.7632,0.7222,38.0,2.1111,15.0,10218.0,601.79,4766.0,1.9444,8.0,18.0,35.0,281.0,4586.9443,0.4444,84.5087,107.8272,14560
'FA',2154.0,1.3,7.11,359.0,419.0,1806.0,1387.0,12.94,12.18,2.27,56.64,33.71,0.8384,1.2914E-4,14.2,62.4,8.4,12.3,15.2,11.0,48.7,0.0,58.0,0.6791,0.2299,0.0322,19.0,8.0,31.0,10.0,0.0,0.0055,0.0871,2.0,25.0,5799.0,187.0,0.0162,236.0,0.14,0.05,65360.0,0.01,57.0,296.0,0.75,0.11577,314.0,14.0,0.06081,2.4029,947.2464,0.4167,69.0,5.75,11.0,14295.0,275.3,2321.0,0.25,5.0,12.0,3.0,673.0,5446.6665,0.4167,208.1529,263.5909,423676
'SB',1695.0,40.54,1.36,2.0,4.0,19.0,15.0,75.61,78.95,15.79,15.79,0.67,0.0112,5.24961E-8,5.0,92.9,6.6,3.7,5.4,3.0,24.6,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0741,0.0,0.0,27.0,2.0,37,3.0,0.03,0.0,1024.0,0.0,5.0,10.0,0.06,0.15385,15.0,0.0,0.2,0.0841,0.0,0.0,0.0,0.0,76.0,251.0,43.88,150.0,0.0,0.0,2.0,0.0,18.0,512.0,0.0,68.2667,13.5,1718654
'BC',2269.0,1.64,2.44,87.0,96.0,367.0,271.0,6.33,34.06,10.08,26.7,5.04,0.1617,2.34072E-5,15.1,46.8,13.1,12.9,16.5,14.1,51.6,2.0,148.0,547,0.1838,0.0441,79.0,46.0,38.0,15.0,4.0,0.0291,0.1112,4.0,29.0,5834.0,234.0,0.0355,205.0,1.71,0.07,48784.0,0.14,306.0,152.0,0.85,0.11754,162.0,1.0,0.50658,1.5485,6098.0,0.2727,8.0,0.7273,29.0,9838.0,200.5,725.0,2.5455,4.0,11.0,28.0,149.0,4434909,0.3636,301.1358,87.0746,318313
'AC',2835.0,2.0,1.96,75.0,280.0,643.0,363.0,5.43,31.57,6.69,13.53,2.0,0.2268,9.84516E-5,16.1,44.9,13.9,13.4,17.3,14.7,55.5,0.0,46.0,0.6565,0.1679,0.0382,13.0,23.0,4.0,7.0,2.0,0.0283,0.1136,1.0,11.0,3353.0,131.0,0.0182,74.0,0.31,0.05,28481.0,0.02,93.0,273.0,0.9,0.10579,283.0,0.0,0.2381,4.5629,3164.5557,0.1429,9.0,0.6429,12.0,5207.0,164.72,1217.0,0.7143,4.0,14.0,10.0,392.0,2034357,0.2857,100.6396,115.6207,5199
'AC',1177.0,9.64,3.5,22.0,1.0,57.0,56.0,6.12,28.07,8.77,35.09,5.77,0.0484,5.27566E-7,19.3,46.0,12.1,15.6,18.8,14.1,62.4,0.0,22.0,0.5918,0.2449,0.0433,0.0,8.0,2.0,3.0,0.0,0.0046,0.1546,0.0,8.0,1734.0,49.0,0.0161,22.0,0.05,0.03,21170.0,0.0,14.0,107.0,0.35,0.07388,108.0,0.0,0.07477,0.6885,814.2308,0.3333,26.0,4.3333,15.0,4436.0,141.33,1353.0,0.1667,2.0,6.0,1.0,108.0,3528.3333,0.3333,196.0185,346.8,6935369
'AC',2835.0,0.56,4.38,254.0,331.0,1102.0,771.0,36.73,16.24,4.81,43.28,14.08,0.3887,5.40456E-5,14.3,45.1,14.9,11.9,15.1,13.3,54.7,0.0,116.0,446,0.2021,0.0443,35.0,29.0,17.0,10.0,0.0,0.0176,0.0937,0.0,30.0,5730.0,287.0,0.0281,175.0,1.67,0.07,57752.0,0.09,266.0,224.0,1.41,0.05492,233.0,35.0,0.22768,3.4408,791.1233,0.2308,73.0,5.6154,15.0,4704.0,282.35,1901.0,7.1538,19.0,13.0,93.0,73.0,4442.4614,1.4615,247.8627,150.7895,15100
'BC',1094.0,12.76,3.0,5.0,0.0,18.0,18.0,14.29,22.22,33.33,55.56,3.63,0.0165,3.70666E-9,10.8,60.3,11.2,9.5,12.6,11.5,48.8,0.0,18.0,0.5,0.1875,0.0418,2.0,1.0,5.0,1.0,0.0,0.0033,0.1538,0.0,8.0,598.0,32.0,0.0385,23.0,0.02,0.01,6895.0,0.0,9.0,73.0,0.16,0.14386,78.0,0.0,0.05479,0.2672,0.0,0.0,0.0,0.0,101.0,1315.0,207.54,102.0,0.7143,0.0,7.0,5.0,61.0,985.0,0.0,88.3974,74.75,8248571
'BC',2741.0,0.42,2.37,118.0,466.0,1100.0,634.0,29.96,28.64,13.91,23.09,5.94,0.4013,1.89599E-4,34.0,10.9,13.6,27.4,30.3,18.5,91.2,0.0,54.0,0.7681,0.2174,0.0677,55.0,8.0,8.0,5.0,0.0,0.0159,0.1034,1.0,5.0,4341.0,69.0,0.0394,155.0,0.68,0.03,33801.0,0.03,136.0,119.0,0.59,0.01745,119.0,21.0,0.15126,1.3453,768.2045,0.3333,44.0,4.8889,10.0,8533.0,109.28,2121.0,3.2222,3.0,9.0,29.0,452.0,3755.6667,0.3333,284042,289.4,54205
'SB',1081.0,32.42,2.0,1.0,3.0,9.0,6.0,5.88,22.22,11.11,44.44,1.73,0.0083,2.3869E-10,19.5,31.1,13.8,17.1,20.5,16.4,66.3,0.0,0.0,0.5,0.0,0.0152,0.0,2.0,0.0,0.0,0.0,0.0303,0.2121,0.0,0.0,66.0,2.0,0.0,2.0,1.22,1.19,880.0,1.17,169.0,172.0,1.24,0.49687,180.0,0.0,0.92442,1.2427,0.0,0.0,0.0,0.0,211.0,473.0,149.2,478.0,2.0,0.0,1.0,2.0,41.0,880.0,0.0,4.8889,22.0,8465710
'AC',1912.0,0.36,5.01,546.0,813.0,2631.0,1818.0,13.36,15.55,6.04,41.51,27.64,1376,2.41412E-4,17.5,47.6,11.5,14.7,17.6,13.5,55.7,5.0,272.0,0.5158,0.2252,49,75.0,101.0,52.0,19.0,1.0,0.0162,0.1257,14.0,115.0,14479.0,444.0,0.0307,939.0,4.75,0.32,104970.0,0.53,783.0,468.0,2.84,0.0404,487.0,2.0,0.50855,10.3611,4998.5713,0.7,21.0,2.1,95.0,21832.0,157.13,597.0,0.9,11.0,10.0,9.0,128.0,10497.0,1.1,215.5441,130.4414,959699
'GA',1555.0,3.16,5.74,18.0,5.0,137.0,132.0,1.08,16.06,0.73,74.45,19.93,0.0881,4.71343E-7,15.7,54.9,11.8,12.6,14.9,11.7,52.0,0.0,21.0,0.5909,0.1818,0.0481,5.0,5.0,3.0,2.0,0.0,12,105,0.0,3.0,1248.0,44.0,0.0304,31.0,0.16,0.02,14520.0,0.01,40.0,125.0,0.51,0.14924,131.0,1.0,296,1.2982,500.6897,0.0,29.0,4.8333,10.0,5645.0,33.94,1204.0,0.5,1.0,6.0,3.0,150.0,2420.0,0.1667,110.8397,124.8,2562815
'SB',1511.0,35.87,1.89,2.0,2.0,19.0,17.0,20.0,57.89,31.58,31.58,1.69,0.0126,1.99904E-9,18.2,47.6,12.4,14.7,16.1,11.7,64.8,0.0,2.0,0.0,0.0,0.0615,0.0,0.0,1.0,0.0,0.0,0.0308,0.1231,0.0,0.0,65.0,2.0,0.0462,3.0,0.24,0.07,1050.0,0.07,24.0,26.0,0.26,0.47581,30.0,0.0,0.69231,0.4568,0.0,0.0,0.0,0.0,229.0,397.0,161.93,398.0,0.0,0.0,1.0,0.0,34.0,1050.0,0.0,35.0,65.0,2885544
'AC',1364.0,1.91,4.68,35.0,209.0,579.0,370.0,21.47,13.47,8.98,44.56,25.64,0.4245,2.69948E-5,18.0,36.5,14.8,15.2,18.6,15.5,60.9,0.0,36.0,0.6571,0.1714,47,4.0,13.0,3.0,6.0,0.0,0.0561,0.1456,1.0,14.0,1978.0,70.0,0.0248,31.0,0.56,0.07,15725.0,0.05,143.0,210.0,0.82,0.15843,231.0,1.0,0.42857,6.6655,1429.5455,0.4286,11.0,1.5714,48.0,5855.0,184.91,2141.0,1.8571,0.0,7.0,13.0,150.0,2246.4287,0.0,68.0736,116.3529,4319287
'SB',1543.0,8.84,1.43,2.0,30.0,50.0,20.0,15.38,40.0,20.0,6.0,0.76,0.0324,9.09161E-9,12.8,55.5,11.1,11.3,14.7,12.7,49.3,0.0,17.0,0.4762,0.1429,0.0492,2.0,1.0,5.0,0.0,0.0,0.0164,0.1189,0.0,1.0,488.0,21.0,0.0635,23.0,0.06,0.01,3878.0,0.0,10.0,74.0,0.47,0.43009,84.0,1.0,0.04054,396,1939.0,0.0,2.0,0.6667,133.0,2432.0,66.5,2439.0,0.3333,0.0,3.0,1.0,66.0,1292.6667,0.0,46.1667,97.6,2651677
'FA',1306.0,4.04,3.24,503.0,286.0,1132.0,846.0,16.24,24.73,1.86,36.93,9.85,0.8668,1.66599E-4,25.9,32.6,12.9,20.5,23.7,16.0,74.0,0.0,42.0,0.6463,0.2683,0.0469,22.0,9.0,15.0,5.0,5.0,0.0226,0.1069,0.0,9.0,3900.0,82.0,0.0195,227.0,0.09,0.05,50559.0,0.01,32.0,243.0,0.68,0.08565,247.0,2.0,0.08642,4.9092,648.1923,0.2857,78.0,11.1429,15.0,8855.0,415.78,2390.0,1.5714,0.0,7.0,11.0,253.0,7222.7144,0.0,204.6923,390.0,5015248
'SB',1633.0,29.06,1.58,1.0,7.0,26.0,19.0,20.0,73.08,3.85,11.54,0.9,0.0159,2.94516E-9,6.4,70.7,9.8,5.8,8.0,8.5,31.9,0.0,3.0,0.3333,0.0,0.0508,0.0,1.0,1.0,0.0,0.0,0.0,0.0847,0.0,0.0,59.0,6.0,0.0508,2.0,0.01,0.0,710.0,0.0,2.0,9.0,0.05,0.24444,11.0,0.0,0.11111,0.0863,0.0,0.0,0.0,0.0,187.0,354.0,132.23,355.0,1.0,0.0,1.0,1.0,15.0,710.0,0.0,64.5455,59.0,2027498
'SB',1304.0,48.18,3.33,3.0,0.0,10.0,10.0,14.29,30.0,20.0,70.0,3.21,0.0077,1.26853E-11,33.8,19.4,12.4,26.6,30.8,18.5,87.8,0.0,2.0,0.5,0.5,31,0.0,1.0,0.0,0.0,0.0,0.0078,155,0.0,0.0,129.0,2.0,0.0465,8.0,0.08,0.0,956.0,0.01,16.0,5.0,0.03,0.2076,7.0,1.0,0.4,0.0016,0.0,0.0,0.0,0.0,869.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,136.5714,43.0,5042499
'BC',1747.0,9.68,2.89,11.0,97.0,262.0,165.0,37.25,24.81,3.05,31.3,6.19,0.15,2.2617E-6,19.8,46.6,10.7,16.4,20.0,14.4,59.7,0.0,20.0,0.5,0.25,0.0459,7.0,4.0,5.0,1.0,0.0,0.0108,0.1213,0.0,6.0,1393.0,36.0,0.0244,39.0,0.27,0.06,13676.0,0.03,53.0,95.0,0.48,0.11523,103.0,0.0,0.38947,1.3813,13676.0,0.0,1.0,0.2,15.0,2421.0,141.16,900.0,0.4,6.0,5.0,2.0,192.0,2735.2,1.2,132.7767,69.65,1517700
'SB',916.0,5.0,1.0,1.0,3.0,7.0,4.0,0.0,57.14,0.0,14.29,0.0,0.0076,4.80965E-12,13.8,59.1,11.3,11.3,14.2,11.8,48.2,0.0,4.0,0.4,0.2,0.0159,0.0,0.0,1.0,0.0,0.0,0.0079,0.0952,0.0,1.0,126.0,5.0,0.0317,3.0,0.02,0.0,1221.0,0.0,4.0,10.0,0.05,0.08791,11.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,190.0,498.0,109.7,499.0,0.0,0.0,2.0,0.0,46.0,610.5,0.0,111.0,126.0,11498719
'FA',1568.0,0.65,4.25,3993.0,633.0,4121.0,3488.0,19.52,22.79,3.08,49.92,21.12,2.6282,0.00102446,19.1,42.9,12.8,15.7,18.8,14.6,62.4,0.0,56.0,0.6324,0.2279,0.0521,18.0,26.0,11.0,4.0,0.0,0.0141,0.1148,1.0,11.0,4607.0,136.0,0.0221,209.0,0.52,0.08,66188.0,0.04,163.0,340.0,1.08,0.06255,344.0,28.0,0.15882,4.5119,556.2017,0.5556,119.0,13.2222,14.0,5544.0,294.35,1776.0,0.8889,5.0,9.0,8.0,154.0,7354222,0.5556,192407,329.0714,2465797
'SB',1625.0,18.99,1.5,5.0,4.0,10.0,6.0,0.0,60.0,0.0,20.0,0.58,0.0062,1.23137E-9,9.7,66.5,11.5,7.8,10.5,10.1,40.2,0.0,3.0,0.3333,0.1667,0.0753,0.0,0.0,1.0,0.0,0.0,0.0108,0.0968,0.0,1.0,93.0,6.0,43,4.0,0.02,0.0,844.0,0.0,4.0,4.0,0.02,0.11905,8.0,0.0,0.25,0.0299,0.0,0.0,0.0,0.0,86.0,577.0,78.52,578.0,0.5,0.0,2.0,1.0,30.0,422.0,0.0,105.5,93.0,2077948
'SB',826.0,0.0,4.0,2.0,5.0,9.0,4.0,12.12,0.0,55.56,44.44,0.0,0.0109,1.99895E-10,12.6,49.2,11.7,11.8,17.4,14.9,55.8,0.0,1.0,0.7143,0.1429,0.0065,0.0,0.0,0.0,0.0,0.0,0.0065,0.0131,0.0,0.0,153.0,7.0,0.0065,0.0,0.12,0.0,1611.0,0.0,22.0,17.0,0.09,0.37696,19.0,0.0,0.05882,0.0889,0.0,0.0,0.0,0.0,1186.0,1186.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,84.7895,76.5,12987244
'GA',929.0,5.83,2.13,15.0,4.0,36.0,32.0,57.83,52.78,63.89,36.11,3.07,0.0388,1.0698E-6,14.6,55.8,11.3,12.2,15.4,12.6,51.7,0.0,57.0,0.5341,0.1818,0.0469,14.0,16.0,17.0,6.0,2.0,0.0156,0.15,0.0,17.0,2366.0,88.0,0.0376,98.0,0.02,0.01,18166.0,0.0,7.0,99.0,0.24,0.07533,99.0,0.0,0.0404,1.1399,1135375,0.6,16.0,3.2,12.0,3942.0,82.65,1422.0,0.0,7.0,5.0,0.0,208.0,3633.2,1.4,183.4949,236.6,11271028
'FA',2835.0,0.85,2.77,214.0,766.0,2109.0,1343.0,18.86,25.37,5.88,29.11,11.45,0.7439,9.86455E-4,16.3,40.9,13.5,14.2,17.2,14.4,58.1,0.0,70.0,0.5827,0.1871,0.0436,14.0,18.0,29.0,2.0,0.0,0.0234,0.1305,0.0,13.0,3716.0,139.0,0.0264,194.0,2.54,0.27,41723.0,0.42,330.0,214.0,1.65,0.01486,221.0,57.0,0.26636,3.2027,1127.6486,1.0,37.0,4625,10.0,3461.0,556.89,2073.0,2.75,12.0,8.0,22.0,211.0,5215375,1.5,188.7919,218.5882,17902
'SB',714.0,0.02,3.0,6.0,0.0,9.0,9.0,90.48,33.33,100.0,66.67,2.65,0.0126,8.01602E-12,17.5,40.8,13.8,14.7,16.0,12.9,62.7,0.0,1.0,0.5,0.25,0.0348,3.0,0.0,2.0,0.0,0.0,0.0,0.1043,1.0,0.0,115.0,4.0,0.0087,5.0,0.0,0.0,2582.0,0.0,1.0,13.0,0.02,0.32692,15.0,0.0,0.07692,25,860.6667,1.0,3.0,3.0,45.0,1119.0,25.98,1126.0,0.0,1.0,1.0,0.0,44.0,2582.0,1.0,172.1333,115.0,14770545
'ST',2095.0,10.23,1.43,7.0,18.0,78.0,60.0,1.99,57.69,3.85,21.79,1.61,0.0372,1.01456E-6,24.8,29.8,12.2,20.7,24.0,16.6,72.7,0.0,4.0,0.5,0.3333,0.0286,0.0,3.0,0.0,1.0,0.0,0.0179,175,0.0,0.0,280.0,6.0,25,7.0,1.04,0.57,5648.0,0.54,108.0,114.0,1.09,0.05197,137.0,16.0,0.33333,2.7052,0.0,0.3333,0.0,0.0,438.0,1710.0,370.0,1719.0,1.3333,0.0,3.0,4.0,97.0,1882.6667,0.0,41.2263,46.6667,508563
'AC',2835.0,1.7,2.73,151.0,123.0,442.0,319.0,16.5,30.54,9.05,35.97,10.79,0.1559,2.34437E-5,16.4,55.4,11.0,13.3,16.4,12.6,55.1,1.0,50.0,0.6667,0.2222,0.0384,16.0,12.0,16.0,2.0,0.0,0.0165,0.1077,1.0,15.0,3929.0,126.0,0.0171,129.0,0.94,0.06,32253.0,0.07,204.0,171.0,0.79,0.14314,186.0,17.0,0.30994,2.4167,671.9375,0.1,48.0,4.8,21.0,5865.0,365.08,5874.0,6.2,3.0,10.0,62.0,208.0,3225.3,0.3,173.4032,436.5556,30769
'FA',1447.0,0.31,7.97,94.0,57.0,822.0,765.0,79.44,12.77,7.3,69.34,51.79,0.5681,1.12494E-4,82.9,-91.3,14.6,65.7,70.2,30.5,189.4,0.0,43.0,0.6604,0.3396,0.0553,81.0,19.0,4.0,1.0,0.0,35,0.1556,0.0,2.0,8464.0,53.0,0.0313,363.0,1.84,0.38,79545.0,0.32,344.0,412.0,2.2,0.08511,428.0,0.0,0.14806,5.2786,556.2587,1.2,143.0,14.3,12.0,8010.0,59.4,1565.0,0.2,14.0,10.0,2.0,739.0,7954.5,1.4,185.8528,769.4545,3421031
'SB',1109.0,12.65,1.17,5.0,1.0,8.0,7.0,0.0,87.5,0.0,25.0,0.41,0.0072,7.50003E-10,3.2,103.7,5.8,1.2,3.8,3.0,20.0,0.0,1.0,0.0,0.0,0.0526,0.0,0.0,1.0,0.0,0.0,0.0,0.1579,0.0,1.0,19.0,2.0,0.0526,2.0,0.0,0.0,966.0,0.0,2.0,9.0,0.01,0.17273,15.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,64.4,6.3333,7992323
'BC',1769.0,12.14,3.0,37.0,9.0,120.0,111.0,4.69,34.17,2.5,30.83,4.63,0.0678,9.57753E-7,12.9,61.9,10.5,10.7,13.6,11.4,46.5,0.0,15.0,0.4167,0.0833,0.0541,3.0,5.0,7.0,1.0,0.0,0.0203,0.1201,0.0,3.0,591.0,24.0,0.0355,19.0,0.48,0.02,6802.0,0.01,41.0,64.0,0.75,0.03707,66.0,1.0,0.07812,0.4869,2267.3333,0.25,3.0,0.75,367.0,1537.0,164.13,1550.0,1.0,0.0,4.0,4.0,53.0,1700.5,0.0,103.0606,65.6667,1434067
'BC',1638.0,8.73,1.66,4.0,20.0,88.0,68.0,12.33,62.5,5.68,21.59,1.94,0.0537,8.70018E-7,14.9,54.7,11.7,12.3,14.5,11.7,50.9,0.0,24.0,449,0.2041,0.0456,7.0,4.0,6.0,0.0,0.0,0.0084,0.1193,2.0,5.0,1316.0,49.0,0.0289,53.0,0.24,0.01,10398.0,0.01,45.0,40.0,0.22,0.10316,40.0,3.0,225,0.3925,10398.0,0.5714,1.0,0.1429,92.0,4863.0,76.01,95.0,0.1429,0.0,7.0,1.0,83.0,1485.4286,0.0,259.95,82.25,2003098
'SB',1163.0,16.97,1.5,1.0,2.0,5.0,3.0,0.0,60.0,0.0,40.0,0.71,0.0043,4.85256E-10,8.2,65.6,12.0,6.6,9.0,9.1,37.5,0.0,0.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,125,0.0,0.0,40.0,4.0,0.0,1.0,0.0,0.0,605.0,0.0,1.0,9.0,0.04,0.13333,11.0,1.0,0.0,0.0161,0.0,0.0,0.0,0.0,406.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,55.0,20.0,7153128
